ICD10Code,trad_icd_count,BFA_icd_count,trad_%,BFA_%
M51.24,56,10,2.3132920040732322e-10,9.150679611969597e-11
M77.01,65,16,2.6850710761564303e-10,1.4641087379151356e-10
M47.897,819,151,3.383189555957102e-09,1.3817526214074091e-09
M43.26,540,79,2.2306744324991883e-09,7.229036893455981e-10
M53.3,616,115,2.5446212044805555e-09,1.0523281553765036e-09
M75.112,107,32,4.420040079211354e-10,2.928217475830271e-10
M62.831,117,10,4.833127937081574e-10,9.150679611969597e-11
S23.3XXA,48,2,1.9828217177770563e-10,1.8301359223939195e-11
S33.6XXA,191,32,7.889978085321203e-10,2.928217475830271e-10
R29.810,58,0,2.3959095756472763e-10,0.0
S24.103A,3,0,1.2392635736106602e-11,0.0
S19.9XXA,55,5,2.2719832182862103e-10,4.5753398059847985e-11
R68.2,292,4,1.2062165449810425e-09,3.660271844787839e-11
S32.010A,28,9,1.1566460020366161e-10,8.235611650772638e-11
S06.0X1D,6,1,2.4785271472213203e-11,9.150679611969598e-12
S22.069S,3,0,1.2392635736106602e-11,0.0
R60.0,120,37,4.95705429444264e-10,3.3857514564287507e-10
S16.1XXD,114,19,4.709201579720509e-10,1.7386291262742234e-10
S13.4XXS,119,19,4.915745508655619e-10,1.7386291262742234e-10
S32.039S,2,0,8.261757157404401e-12,0.0
G95.9,33,14,1.363189930971726e-10,1.2810951456757437e-10
D64.9,51,44,2.106748075138122e-10,4.0262990292666226e-10
I69.954,9,1,3.7177907208319803e-11,9.150679611969598e-12
G89.3,326,255,1.3466664166569173e-09,2.333423301052247e-09
K42.9,22,12,9.08793287314484e-11,1.0980815534363517e-10
D89.813,7,0,2.8916150050915402e-11,0.0
K40.91,17,11,7.02249358379374e-11,1.0065747573166556e-10
K52.9,4,15,1.6523514314808802e-11,1.3726019417954397e-10
G89.0,239,34,9.87279980309826e-10,3.111231068069663e-10
F22.,3,1,1.2392635736106602e-11,9.150679611969598e-12
H81.393,43,23,1.7762777888419461e-10,2.1046563107530072e-10
G60.0,52,40,2.1480568609251442e-10,3.660271844787839e-10
B02.9,49,19,2.0241305035640782e-10,1.7386291262742234e-10
G57.11,130,25,5.370142152312861e-10,2.2876699029923994e-10
I69.941,1,0,4.1308785787022006e-12,0.0
G47.9,243,64,1.0038034946246347e-09,5.856434951660542e-10
E21.0,1,16,4.1308785787022006e-12,1.4641087379151356e-10
F11.20,754,198,3.1146824483414592e-09,1.8118345631699803e-09
I35.0,12,19,4.9570542944426407e-11,1.7386291262742234e-10
G62.81,84,61,3.4699380061098484e-10,5.581914563301454e-10
G56.20,70,94,2.8916150050915404e-10,8.601638835251421e-10
G44.309,123,26,5.080980651803707e-10,2.379176699112095e-10
I25.10,189,503,7.807360513747159e-10,4.602791844820708e-09
G62.0,687,29,2.8379135835684117e-09,2.653697087471183e-10
K08.531,2,0,8.261757157404401e-12,0.0
F19.90,26,13,1.0740284304625721e-10,1.1895883495560475e-10
D73.89,8,0,3.3047028629617605e-11,0.0
J31.0,108,18,4.461348864998376e-10,1.6471223301545275e-10
C79.82,1,0,4.1308785787022006e-12,0.0
G90.9,20,11,8.2617571574044e-11,1.0065747573166556e-10
D75.81,2,2,8.261757157404401e-12,1.8301359223939195e-11
C34.12,18,9,7.435581441663961e-11,8.235611650772638e-11
J84.112,18,4,7.435581441663961e-11,3.660271844787839e-11
I51.9,1,3,4.1308785787022006e-12,2.7452038835908793e-11
D07.5,161,51,6.650714511710543e-10,4.666846602104495e-10
F12.10,109,22,4.5026576507853986e-10,2.0131495146333113e-10
H65.01,1,2,4.1308785787022006e-12,1.8301359223939195e-11
G44.321,224,180,9.253168016292929e-10,1.6471223301545275e-09
J98.2,1,0,4.1308785787022006e-12,0.0
C83.30,2,0,8.261757157404401e-12,0.0
F31.4,8,4,3.3047028629617605e-11,3.660271844787839e-11
J30.0,19,0,7.848669299534181e-11,0.0
M47.893,7,1,2.8916150050915402e-11,9.150679611969598e-12
K64.9,55,14,2.2719832182862103e-10,1.2810951456757437e-10
M67.843,1,0,4.1308785787022006e-12,0.0
M10.072,4,1,1.6523514314808802e-11,9.150679611969598e-12
M40.294,22,2,9.08793287314484e-11,1.8301359223939195e-11
M24.152,3,1,1.2392635736106602e-11,9.150679611969598e-12
N39.41,340,7,1.4044987167587481e-09,6.405475728378719e-11
M76.811,14,1,5.7832300101830805e-11,9.150679611969598e-12
M45.4,13,4,5.3701421523128606e-11,3.660271844787839e-11
M13.861,82,51,3.387320434535804e-10,4.666846602104495e-10
M24.673,4,0,1.6523514314808802e-11,0.0
M23.305,1,0,4.1308785787022006e-12,0.0
M10.071,1,0,4.1308785787022006e-12,0.0
M47.20,65,3,2.6850710761564303e-10,2.7452038835908793e-11
M50.00,188,95,7.766051727960136e-10,8.693145631371118e-10
M87.022,5,0,2.0654392893511e-11,0.0
M35.2,9,6,3.7177907208319803e-11,5.4904077671817586e-11
L29.0,10,0,4.1308785787022e-11,0.0
M16.6,8,15,3.3047028629617605e-11,1.3726019417954397e-10
K59.02,3,0,1.2392635736106602e-11,0.0
M18.0,111,69,4.5852752223594424e-10,6.313968932259022e-10
M70.61,352,77,1.4540692597031744e-09,7.04602330121659e-10
M75.121,109,84,4.5026576507853986e-10,7.686570874054461e-10
M50.80,105,34,4.3374225076373104e-10,3.111231068069663e-10
M19.042,87,33,3.593864363470914e-10,3.019724271949967e-10
M79.621,322,118,1.3301429023421086e-09,1.0797801942124125e-09
M17.10,90,40,3.7177907208319805e-10,3.660271844787839e-10
M53.2X2,6,1,2.4785271472213203e-11,9.150679611969598e-12
M45.5,9,10,3.7177907208319803e-11,9.150679611969597e-11
M48.00,604,320,2.495050661536129e-09,2.928217475830271e-09
M24.811,9,3,3.7177907208319803e-11,2.7452038835908793e-11
M79.629,131,127,5.411450938099882e-10,1.1621363107201389e-09
M13.162,1,8,4.1308785787022006e-12,7.320543689575678e-11
M20.20,12,14,4.9570542944426407e-11,1.2810951456757437e-10
S22.058S,1,0,4.1308785787022006e-12,0.0
S15.302A,1,0,4.1308785787022006e-12,0.0
S22.081S,1,0,4.1308785787022006e-12,0.0
G43.119,462,240,1.9084659033604168e-09,2.1961631068727035e-09
G44.221,332,103,1.3714516881291306e-09,9.425200000328686e-10
G44.229,713,316,2.945316426614669e-09,2.8916147573823925e-09
G47.33,530,414,2.189365646712166e-09,3.788381359355413e-09
G54.6,704,343,2.908138519406349e-09,3.1386831069055717e-09
G60.3,4241,1040,1.7519056052276032e-08,9.516706796448382e-09
G89.21,1770,937,7.311655084302894e-09,8.574186796415513e-09
H91.93,31,8,1.280572359397682e-10,7.320543689575678e-11
I67.89,3,1,1.2392635736106602e-11,9.150679611969598e-12
I82.402,4,4,1.6523514314808802e-11,3.660271844787839e-11
J45.40,16,4,6.609405725923521e-11,3.660271844787839e-11
L20.89,6,1,2.4785271472213203e-11,9.150679611969598e-12
E66.2,4,5,1.6523514314808802e-11,4.5753398059847985e-11
E66.3,133,56,5.494068509673927e-10,5.124380582702975e-10
E66.9,790,304,3.2633940771747384e-09,2.7818066020387575e-09
E83.42,5,6,2.0654392893511e-11,5.4904077671817586e-11
E88.9,9,0,3.7177907208319803e-11,0.0
F06.31,109,66,4.5026576507853986e-10,6.039448543899934e-10
F06.34,23,3,9.501020731015061e-11,2.7452038835908793e-11
F10.10,795,151,3.284048470068249e-09,1.3817526214074091e-09
F10.129,43,10,1.7762777888419461e-10,9.150679611969597e-11
F10.14,22,4,9.08793287314484e-11,3.660271844787839e-11
F10.19,53,2,2.1893656467121662e-10,1.8301359223939195e-11
F10.220,13,0,5.3701421523128606e-11,0.0
F10.229,47,6,1.941512931990034e-10,5.4904077671817586e-11
F10.230,47,1,1.941512931990034e-10,9.150679611969598e-12
F11.23,77,7,3.1807765056006944e-10,6.405475728378719e-11
F11.288,15,2,6.1963178680533e-11,1.8301359223939195e-11
G47.09,461,72,1.904335024781714e-09,6.58848932061811e-10
G47.37,6,2,2.4785271472213203e-11,1.8301359223939195e-11
G47.39,35,14,1.4458075025457702e-10,1.2810951456757437e-10
G51.0,706,54,2.9164002765637536e-09,4.941366990463583e-10
G81.11,93,1,3.841717078193046e-10,9.150679611969598e-12
G82.52,357,100,1.4747236525966856e-09,9.150679611969597e-10
G89.28,315,214,1.3012267522911932e-09,1.9582454369614938e-09
M25.529,391,205,1.6151735242725604e-09,1.8758893204537674e-09
M47.817,1164,631,4.808342665609361e-09,5.774078835152816e-09
M47.894,458,44,1.8919423890456078e-09,4.0262990292666226e-10
M47.9,1040,394,4.2961137218502885e-09,3.6053677671160213e-09
M48.15,8,3,3.3047028629617605e-11,2.7452038835908793e-11
M49.82,11,8,4.54396643657242e-11,7.320543689575678e-11
M50.11,132,93,5.452759723886904e-10,8.510132039131725e-10
M50.20,133,55,5.494068509673927e-10,5.032873786583279e-10
M50.30,4881,1135,2.016281834264544e-08,1.0386021359585494e-08
M50.90,1055,640,4.358076900530821e-09,5.856434951660542e-09
M51.86,1190,541,4.915745508655619e-09,4.950517670075552e-09
M53.80,6,13,2.4785271472213203e-11,1.1895883495560475e-10
M54.02,21,0,8.674845015274621e-11,0.0
M81.0,63,204,2.6024535045823864e-10,1.866738640841798e-09
N18.4,26,14,1.0740284304625721e-10,1.2810951456757437e-10
N52.8,25,4,1.03271964467555e-10,3.660271844787839e-11
R03.0,35,61,1.4458075025457702e-10,5.581914563301454e-10
R06.6,94,11,3.883025863980068e-10,1.0065747573166556e-10
R10.32,94,42,3.883025863980068e-10,3.8432854370272307e-10
R21.,57,41,2.3546007898602544e-10,3.751778640907535e-10
R29.3,6,4,2.4785271472213203e-11,3.660271844787839e-11
R41.3,8,8,3.3047028629617605e-11,7.320543689575678e-11
R41.9,43,8,1.7762777888419461e-10,7.320543689575678e-11
R44.8,3,14,1.2392635736106602e-11,1.2810951456757437e-10
R44.9,32,2,1.3218811451847042e-10,1.8301359223939195e-11
R53.1,401,97,1.6564823100595822e-09,8.876159223610509e-10
R53.82,666,115,2.7511651334156655e-09,1.0523281553765036e-09
R56.9,14,7,5.7832300101830805e-11,6.405475728378719e-11
R91.1,21,33,8.674845015274621e-11,3.019724271949967e-10
S06.300S,35,3,1.4458075025457702e-10,2.7452038835908793e-11
S13.4XXA,92,22,3.8004082924060243e-10,2.0131495146333113e-10
G60.9,1123,249,4.638976643882571e-09,2.27851922338043e-09
G90.512,96,17,3.9656434355541125e-10,1.5556155340348316e-10
M19.90,1664,2846,6.8737819549604615e-09,2.6042834175665475e-08
M25.522,1178,557,4.866174965711192e-09,5.096928543867066e-09
M25.539,711,474,2.9370546694572643e-09,4.337422136073589e-09
M79.661,967,442,3.994559585605028e-09,4.044600388490562e-09
M99.84,74,2,3.056850148239628e-10,1.8301359223939195e-11
R26.81,145,44,5.98977393911819e-10,4.0262990292666226e-10
R41.89,71,9,2.9329237908785624e-10,8.235611650772638e-11
R63.4,33,37,1.363189930971726e-10,3.3857514564287507e-10
G56.22,71,39,2.9329237908785624e-10,3.568765048668143e-10
G57.00,33,11,1.363189930971726e-10,1.0065747573166556e-10
K50.90,39,35,1.6110426456938582e-10,3.202737864189359e-10
M25.50,1454,2725,6.0062974534329996e-09,2.4935601942617152e-08
M42.12,34,22,1.404498716758748e-10,2.0131495146333113e-10
M51.17,1984,493,8.195663100145165e-09,4.511285048701012e-09
M70.811,1,0,4.1308785787022006e-12,0.0
M75.51,98,58,4.0482610071281564e-10,5.307394174942366e-10
M77.12,196,63,8.096522014256313e-10,5.764928155540846e-10
M79.645,171,91,7.063802369580762e-10,8.327118446892334e-10
N80.9,112,42,4.6265840081464644e-10,3.8432854370272307e-10
R06.83,18,19,7.435581441663961e-11,1.7386291262742234e-10
S22.32XS,5,4,2.0654392893511e-11,3.660271844787839e-11
S39.011D,1,1,4.1308785787022006e-12,9.150679611969598e-12
S46.021S,3,0,1.2392635736106602e-11,0.0
S22.000S,27,6,1.115337216249594e-10,5.4904077671817586e-11
S22.008S,10,0,4.1308785787022e-11,0.0
S22.080D,43,1,1.7762777888419461e-10,9.150679611969598e-12
S42.021S,2,2,8.261757157404401e-12,1.8301359223939195e-11
S43.431S,16,0,6.609405725923521e-11,0.0
S46.099A,5,0,2.0654392893511e-11,0.0
S52.292A,1,0,4.1308785787022006e-12,0.0
S61.402S,1,1,4.1308785787022006e-12,9.150679611969598e-12
S76.091S,1,0,4.1308785787022006e-12,0.0
S77.21XS,1,0,4.1308785787022006e-12,0.0
S22.49XD,9,5,3.7177907208319803e-11,4.5753398059847985e-11
S33.0XXD,3,1,1.2392635736106602e-11,9.150679611969598e-12
S46.811A,19,4,7.848669299534181e-11,3.660271844787839e-11
S93.411A,2,1,8.261757157404401e-12,9.150679611969598e-12
Z74.09,99,12,4.0895697929151783e-10,1.0980815534363517e-10
S80.812A,1,1,4.1308785787022006e-12,9.150679611969598e-12
S82.91XS,1,1,4.1308785787022006e-12,9.150679611969598e-12
S83.412A,2,2,8.261757157404401e-12,1.8301359223939195e-11
T31.10,1,0,4.1308785787022006e-12,0.0
T43.625S,5,0,2.0654392893511e-11,0.0
T43.626D,1,0,4.1308785787022006e-12,0.0
W10.8XXS,1,0,4.1308785787022006e-12,0.0
Z01.31,1,1,4.1308785787022006e-12,9.150679611969598e-12
Z59.9,32,16,1.3218811451847042e-10,1.4641087379151356e-10
Z73.89,1,1,4.1308785787022006e-12,9.150679611969598e-12
Z86.73,41,19,1.693660217267902e-10,1.7386291262742234e-10
Z96.612,16,17,6.609405725923521e-11,1.5556155340348316e-10
Z96.653,10,40,4.1308785787022e-11,3.660271844787839e-10
C22.9,1,2,4.1308785787022006e-12,1.8301359223939195e-11
Z72.89,10,6,4.1308785787022e-11,5.4904077671817586e-11
Z87.891,53,48,2.1893656467121662e-10,4.392326213745407e-10
B20.,11,28,4.54396643657242e-11,2.5621902913514875e-10
C44.729,0,2,0.0,1.8301359223939195e-11
C46.1,1,3,4.1308785787022006e-12,2.7452038835908793e-11
C64.1,2,4,8.261757157404401e-12,3.660271844787839e-11
C79.51,93,69,3.841717078193046e-10,6.313968932259022e-10
C7A.024,0,3,0.0,2.7452038835908793e-11
C83.38,0,8,0.0,7.320543689575678e-11
D02.20,14,11,5.7832300101830805e-11,1.0065747573166556e-10
E11.39,13,11,5.3701421523128606e-11,1.0065747573166556e-10
E11.69,23,8,9.501020731015061e-11,7.320543689575678e-11
H25.13,12,1,4.9570542944426407e-11,9.150679611969598e-12
I63.312,7,2,2.8916150050915402e-11,1.8301359223939195e-11
I67.2,2,2,8.261757157404401e-12,1.8301359223939195e-11
I79.0,2,0,8.261757157404401e-12,0.0
I87.333,1,2,4.1308785787022006e-12,1.8301359223939195e-11
J30.89,54,18,2.230674432499188e-10,1.6471223301545275e-10
J84.111,1,0,4.1308785787022006e-12,0.0
K59.2,28,8,1.1566460020366161e-10,7.320543689575678e-11
K62.89,18,16,7.435581441663961e-11,1.4641087379151356e-10
L40.9,44,17,1.817586574628968e-10,1.5556155340348316e-10
M05.9,76,49,3.1394677198136725e-10,4.4838330098651025e-10
M25.572,3199,1251,1.3214680573268339e-08,1.1447500194573965e-08
M35.3,295,127,1.2186091807171491e-09,1.1621363107201389e-09
M43.06,864,217,3.569079091998701e-09,1.9856974757974024e-09
M43.07,99,36,4.0895697929151783e-10,3.294244660309055e-10
M47.26,4620,1389,1.9084659033604165e-08,1.2710293981025771e-08
A53.9,2,1,8.261757157404401e-12,9.150679611969598e-12
D35.00,3,0,1.2392635736106602e-11,0.0
E11.43,500,152,2.0654392893511e-09,1.3909033010193788e-09
E11.628,2,1,8.261757157404401e-12,9.150679611969598e-12
F03.90,74,47,3.056850148239628e-10,4.3008194176257107e-10
F06.30,11,7,4.54396643657242e-11,6.405475728378719e-11
F09.,16,11,6.609405725923521e-11,1.0065747573166556e-10
F10.280,10,2,4.1308785787022e-11,1.8301359223939195e-11
F10.929,4,1,1.6523514314808802e-11,9.150679611969598e-12
F14.19,2,5,8.261757157404401e-12,4.5753398059847985e-11
F15.21,46,6,1.9002041462030122e-10,5.4904077671817586e-11
F15.90,13,14,5.3701421523128606e-11,1.2810951456757437e-10
F17.291,7,5,2.8916150050915402e-11,4.5753398059847985e-11
F20.1,4,0,1.6523514314808802e-11,0.0
F20.9,41,31,1.693660217267902e-10,2.836710679710575e-10
F25.1,25,15,1.03271964467555e-10,1.3726019417954397e-10
F32.1,225,35,9.294476802079951e-10,3.202737864189359e-10
F32.9,803,315,3.317095498697867e-09,2.882464077770423e-09
F33.40,20,31,8.2617571574044e-11,2.836710679710575e-10
F44.9,7,1,2.8916150050915402e-11,9.150679611969598e-12
F51.09,2,2,8.261757157404401e-12,1.8301359223939195e-11
F52.8,1,0,4.1308785787022006e-12,0.0
F63.9,1,1,4.1308785787022006e-12,9.150679611969598e-12
G04.1,1,0,4.1308785787022006e-12,0.0
G44.301,70,17,2.8916150050915404e-10,1.5556155340348316e-10
G45.4,1,1,4.1308785787022006e-12,9.150679611969598e-12
G46.4,87,9,3.593864363470914e-10,8.235611650772638e-11
G47.23,1,2,4.1308785787022006e-12,1.8301359223939195e-11
G47.419,8,5,3.3047028629617605e-11,4.5753398059847985e-11
G65.1,3,3,1.2392635736106602e-11,2.7452038835908793e-11
G91.2,2,3,8.261757157404401e-12,2.7452038835908793e-11
G91.9,1,1,4.1308785787022006e-12,9.150679611969598e-12
H57.12,27,9,1.115337216249594e-10,8.235611650772638e-11
H61.21,3,5,1.2392635736106602e-11,4.5753398059847985e-11
H66.91,1,8,4.1308785787022006e-12,7.320543689575678e-11
H70.892,1,0,4.1308785787022006e-12,0.0
H91.8X3,12,2,4.9570542944426407e-11,1.8301359223939195e-11
H91.92,2,2,8.261757157404401e-12,1.8301359223939195e-11
I20.9,8,6,3.3047028629617605e-11,5.4904077671817586e-11
J14.,1,0,4.1308785787022006e-12,0.0
J30.1,91,4,3.7590995066190024e-10,3.660271844787839e-11
J39.8,1,0,4.1308785787022006e-12,0.0
K40.30,4,1,1.6523514314808802e-11,9.150679611969598e-12
K62.5,5,9,2.0654392893511e-11,8.235611650772638e-11
K64.8,16,6,6.609405725923521e-11,5.4904077671817586e-11
L73.2,18,5,7.435581441663961e-11,4.5753398059847985e-11
L89.312,1,1,4.1308785787022006e-12,9.150679611969598e-12
L91.0,45,3,1.8588953604159902e-10,2.7452038835908793e-11
M13.869,66,167,2.726379861943452e-10,1.5281634951989226e-09
M19.231,1,3,4.1308785787022006e-12,2.7452038835908793e-11
M25.462,13,9,5.3701421523128606e-11,8.235611650772638e-11
M48.04,31,7,1.280572359397682e-10,6.405475728378719e-11
M54.13,141,4,5.824538795970102e-10,3.660271844787839e-11
M62.82,2,1,8.261757157404401e-12,9.150679611969598e-12
M65.242,5,0,2.0654392893511e-11,0.0
M66.822,2,0,8.261757157404401e-12,0.0
M75.110,17,11,7.02249358379374e-11,1.0065747573166556e-10
M75.41,293,222,1.2103474235597446e-09,2.0314508738572507e-09
M76.51,25,7,1.03271964467555e-10,6.405475728378719e-11
M77.9,21,9,8.674845015274621e-11,8.235611650772638e-11
M79.631,212,28,8.757462586848665e-10,2.5621902913514875e-10
M85.812,0,1,0.0,9.150679611969598e-12
M25.551,12501,7033,5.1640113112356205e-08,6.435672971098218e-08
M25.559,4528,4145,1.870461820436356e-08,3.792956699161398e-08
M25.579,1605,1065,6.630060118817032e-09,9.745473786747621e-09
M45.9,228,160,9.418403159441017e-10,1.4641087379151355e-09
M47.816,10332,2122,4.2680237475151134e-08,1.9417742136599484e-08
S39.012S,77,18,3.1807765056006944e-10,1.6471223301545275e-10
S81.801D,3,2,1.2392635736106602e-11,1.8301359223939195e-11
S83.232D,12,0,4.9570542944426407e-11,0.0
Z63.0,43,9,1.7762777888419461e-10,8.235611650772638e-11
Z65.3,13,5,5.3701421523128606e-11,4.5753398059847985e-11
Z89.511,101,30,4.172187364489222e-10,2.7452038835908793e-10
Z89.519,3,10,1.2392635736106602e-11,9.150679611969597e-11
Z92.3,5,1,2.0654392893511e-11,9.150679611969598e-12
Z95.810,3,4,1.2392635736106602e-11,3.660271844787839e-11
Z96.651,58,61,2.3959095756472763e-10,5.581914563301454e-10
Z00.00,114,277,4.709201579720509e-10,2.5347382525155784e-09
Z02.9,145,521,5.98977393911819e-10,4.76750407783616e-09
Z04.9,108,383,4.461348864998376e-10,3.5047102913843557e-09
Z09.,14,22,5.7832300101830805e-11,2.0131495146333113e-10
Z13.9,34,105,1.404498716758748e-10,9.608213592568076e-10
Z21.,4,4,1.6523514314808802e-11,3.660271844787839e-11
Z47.31,3,0,1.2392635736106602e-11,0.0
Z47.89,52,21,2.1480568609251442e-10,1.9216427185136153e-10
Z68.41,15,10,6.1963178680533e-11,9.150679611969597e-11
Q76.1,35,1,1.4458075025457702e-10,9.150679611969598e-12
R00.2,31,19,1.280572359397682e-10,1.7386291262742234e-10
R10.31,118,40,4.874436722868596e-10,3.660271844787839e-10
R13.12,24,17,9.914108588885281e-11,1.5556155340348316e-10
R25.9,19,1,7.848669299534181e-11,9.150679611969598e-12
R41.82,11,2,4.54396643657242e-11,1.8301359223939195e-11
R93.0,1,0,4.1308785787022006e-12,0.0
S00.12XA,0,1,0.0,9.150679611969598e-12
S04.31XA,11,0,4.54396643657242e-11,0.0
G57.91,28,11,1.1566460020366161e-10,1.0065747573166556e-10
K76.9,10,1,4.1308785787022e-11,9.150679611969598e-12
M25.9,36,28,1.4871162883327921e-10,2.5621902913514875e-10
M45.6,210,53,8.674845015274621e-10,4.849860194343886e-10
M47.819,56,4,2.3132920040732322e-10,3.660271844787839e-11
M47.896,13696,3344,5.6576513013905334e-08,3.0599872622426334e-08
M48.07,2211,987,9.133372537510566e-09,9.031720777013992e-09
M51.36,11893,2727,4.912853893650527e-08,2.4953903301841093e-08
M65.341,31,12,1.280572359397682e-10,1.0980815534363517e-10
M67.80,0,1,0.0,9.150679611969598e-12
M67.823,4,3,1.6523514314808802e-11,2.7452038835908793e-11
G44.219,306,83,1.2640488450828733e-09,7.595064077934765e-10
G44.59,110,47,4.5439664365724205e-10,4.3008194176257107e-10
G45.9,24,27,9.914108588885281e-11,2.4706834952317913e-10
G47.30,166,105,6.857258440645653e-10,9.608213592568076e-10
G47.62,51,43,2.106748075138122e-10,3.934792233146927e-10
G54.0,298,36,1.2310018164532557e-09,3.294244660309055e-10
G54.9,72,18,2.9742325766655843e-10,1.6471223301545275e-10
G56.02,252,151,1.0409814018329546e-09,1.3817526214074091e-09
G70.00,51,20,2.106748075138122e-10,1.8301359223939194e-10
G82.20,286,134,1.1814312735088292e-09,1.226191068003926e-09
G82.50,402,48,1.6606131886382846e-09,4.392326213745407e-10
M17.4,127,177,5.246215794951794e-10,1.6196702913186186e-09
M50.021,47,11,1.941512931990034e-10,1.0065747573166556e-10
M76.60,95,31,3.92433464976709e-10,2.836710679710575e-10
M19.93,36,86,1.4871162883327921e-10,7.869584466293854e-10
M12.59,18,4,7.435581441663961e-11,3.660271844787839e-11
R79.89,3,3,1.2392635736106602e-11,2.7452038835908793e-11
M54.50,330974,161264,1.3672134067073821e-06,1.475675196944665e-06
